order_id,order_date,region,product_category,product_name,sales_rep,customer_segment,units_sold,unit_price,unit_cost,discount_pct
100567,2024-04-01,North,Office Supplies,Pen Set,Eva Rossi,Consumer,32,70.84,31.88,0.0
100568,2024-08-23,North,Office Supplies,Printer Paper,Frank Lee,Consumer,38,55.95,25.18,0.0
100569,2024-07-28,East,Electronics,Docking Station,David Okafor,Enterprise,10,421.3,273.85,0.0
100570,2024-12-13,North,Electronics,"Monitor 27""",Grace Park,Enterprise,41,295.13,191.83,0.0
100571,2024-06-01,West,Software,CRM License,David Okafor,SMB,12,296.8,59.36,0.0
100572,2024-04-13,South,Electronics,Wireless Mouse,David Okafor,SMB,4,328.39,213.45,0.0
100573,2024-01-19,South,Electronics,Wireless Mouse,Bob Martinez,Enterprise,4,450.87,293.07,0.05
100574,2024-01-03,West,Furniture,Ergo Chair,David Okafor,SMB,16,594.08,326.74,0.0
100575,2024-05-16,SOUTH,Office Supplies,Printer Paper,Carol Singh,Enterprise,5,38.73,17.43,0.0
100576,2024-12-04,South,Office Supplies,Printer Paper,Alice Chen,Enterprise,21,16.84,7.58,0.05
100577,2024-07-10, north ,Electronics,Wireless Mouse,Hassan Ali,Consumer,25,1177.24,765.21,0.0
100578,2024-11-23,South,Furniture,Bookshelf,Grace Park,SMB,8,559.76,307.87,0.0
100579,2024-02-07,South,Electronics,Webcam HD,Hassan Ali,Enterprise,5,1330.81,865.03,0.0
100580,2024-02-04,West,Software,Security Suite,Hassan Ali,Consumer,33,260.03,52.01,0.05
100581,2024-11-01,East,Electronics,Wireless Mouse,Carol Singh,SMB,10,1444.87,939.17,0.15
100582,2024-02-09,South,Electronics,Docking Station,Eva Rossi,Consumer,5,921.27,598.83,0.0
100583,2024-01-20,South,Furniture,Bookshelf,Grace Park,Consumer,37,627.9,345.35,0.0
100584,2024-05-27,West,Electronics,"Monitor 27""",Grace Park,Enterprise,13,920.23,598.15,0.0
100585,2024-12-04,South,Electronics,Docking Station,Carol Singh,SMB,24,1498.3,973.89,0.0
100586,2024-09-09,South,Furniture,Filing Cabinet,Bob Martinez,Enterprise,10,603.33,331.83,0.0
100587,2024-02-06,North,Software,Design Suite,Alice Chen,SMB,20,230.48,46.1,0.0
100588,2024-11-02,West,Electronics,"Monitor 27""",Grace Park,Enterprise,10,982.96,638.92,0.1
100589,2024-11-04,South,Office Supplies,Stapler,Bob Martinez,SMB,19,33.38,15.02,0.0
100590,2024-10-20,West,Office Supplies,Notebook Pack,Frank Lee,Consumer,44,36.87,16.59,0.0
100591,2024-11-26,West,Office Supplies,Printer Paper,Frank Lee,Enterprise,48,12.98,5.84,0.0
100592,2024-03-28,East,Electronics,Wireless Mouse,Grace Park,Consumer,36,1055.08,685.8,0.0
100593,2024-12-24,West,Office Supplies,Pen Set,Grace Park,SMB,20,46.83,21.07,0.0
100594,2024-04-27,North,Electronics,Docking Station,David Okafor,Consumer,38,1437.38,934.3,0.0
100595,2024-10-20,West,Furniture,Filing Cabinet,Alice Chen,Enterprise,56,897.56,493.66,0.0
100596,2024-07-31,East,Office Supplies,Ink Cartridge,Bob Martinez,SMB,8,29.89,13.45,0.05
100597,2024-10-12,East,Office Supplies,Ink Cartridge,Grace Park,Enterprise,2,32.37,14.57,0.0
100598,2024-08-17,North,Furniture,Ergo Chair,Alice Chen,SMB,41,397.9,218.84,0.15
100599,2024-08-23,South,Furniture,Ergo Chair,Frank Lee,Enterprise,15,347.07,190.89,0.0
100600,2024-08-13,East,Electronics,Docking Station,Eva Rossi,Enterprise,13,918.58,597.08,0.0
100601,2024-10-12,North,Electronics,"Monitor 27""",Grace Park,Consumer,6,547.94,356.16,0.0
100602,2024-09-27,North,Office Supplies,Ink Cartridge,Alice Chen,Enterprise,21,115.39,51.93,0.0
100603,2024-02-19,South,Furniture,Ergo Chair,Hassan Ali,Consumer,36,84.99,46.74,0.0
100604,2024-10-29,West,Office Supplies,Notebook Pack,Grace Park,SMB,63,46.09,20.74,0.0
100605,2024-07-15,South,Office Supplies,Notebook Pack,Bob Martinez,Enterprise,19,100.45,45.2,0.1
100606,2024-04-28,North,Electronics,"Monitor 27""",David Okafor,Consumer,34,1160.39,754.25,0.15
100607,2024-07-07,West,Furniture,Ergo Chair,Alice Chen,SMB,4,445.39,244.96,0.0
100608,2024-12-19, West,Electronics,Webcam HD,David Okafor,SMB,63,431.72,280.62,0.0
100609,2024-11-09,North,Office Supplies,Printer Paper,Frank Lee,Enterprise,34,17.22,7.75,0.0
100610,2024-11-01,West,Office Supplies,Stapler,Frank Lee,SMB,10,16.11,7.25,0.0
100611,2024-06-18,West,Electronics,Laptop Pro,Bob Martinez,SMB,43,366.78,238.41,0.0
100612,2024-10-13,East,Software,Backup Service,Alice Chen,Enterprise,2,242.7,48.54,0.0
100613,2024-05-20,West,Software,Backup Service,Frank Lee,Enterprise,30,276.66,55.33,0.0
100614,2024-09-08,East,Electronics,Webcam HD,Carol Singh,Consumer,11,525.66,341.68,0.15
100615,2024-08-22,North,Electronics,"Monitor 27""",Alice Chen,Enterprise,26,858.88,558.27,0.0
100616,2024-04-01,West,Furniture,Standing Desk,David Okafor,SMB,8,724.49,398.47,0.0
100617,2024-04-07,East,Furniture,Standing Desk,Hassan Ali,Enterprise,7,170.33,93.68,0.0
100618,2024-01-23,North,Electronics,Docking Station,David Okafor,SMB,23,524.42,340.87,0.0
100619,2024-02-21,South,Software,Security Suite,Hassan Ali,Enterprise,6,159.0,31.8,0.05
100620,2024-06-07,South,Software,Backup Service,David Okafor,Enterprise,21,511.79,102.36,0.05
100621,2024-06-23,East,Furniture,Ergo Chair,Eva Rossi,,24,868.69,477.78,0.0
100622,2024-03-01,East,Office Supplies,Stapler,Bob Martinez,Consumer,12,76.49,34.42,0.0
100623,2024-06-01,South,Electronics,Wireless Mouse,Frank Lee,SMB,9,428.93,278.8,0.1
100624,2024-08-09,South,Furniture,Ergo Chair,Frank Lee,Enterprise,28,842.14,463.18,0.0
100625,2024-03-26,North,Software,CRM License,Bob Martinez,Enterprise,34,414.25,82.85,0.0
100626,2024-05-03,West,Electronics,Webcam HD,Alice Chen,SMB,1,1321.54,859.0,0.0
100627,2024-05-14,West,Office Supplies,Printer Paper,Frank Lee,Consumer,23,91.5,41.17,0.0
100628,2024-07-03,South,Office Supplies,Notebook Pack,Eva Rossi,Consumer,29,70.4,31.68,0.0
100629,2024-05-14,East,Furniture,Ergo Chair,Alice Chen,Consumer,21,559.38,307.66,0.0
100630,2024-09-26,East,Software,CRM License,David Okafor,SMB,14,311.25,62.25,0.0
100631,2024-04-29,West,Software,CRM License,Alice Chen,SMB,4,356.11,71.22,0.0
100632,2024-06-07,South,Office Supplies,Notebook Pack,David Okafor,SMB,2,37.99,17.1,0.0
100633,2024-05-18,North,Furniture,Bookshelf,Alice Chen,Consumer,41,576.59,317.12,0.0
100634,2024-03-07,South,Office Supplies,Printer Paper,Eva Rossi,Enterprise,24,74.88,33.7,0.0
100635,2024-09-07,North,Furniture,Filing Cabinet,David Okafor,SMB,42,227.41,125.08,0.0
100636,2024-03-27,North,Office Supplies,Stapler,Bob Martinez,SMB,11,10.53,4.74,0.0
100637,2024-04-18,West,Office Supplies,Ink Cartridge,Bob Martinez,SMB,40,76.61,34.47,0.0
100638,2024-10-17,North,Furniture,Ergo Chair,Bob Martinez,Consumer,9,444.82,244.65,0.0
100639,2024-12-13,South,Electronics,"Monitor 27""",Bob Martinez,Consumer,7,1239.31,805.55,0.0
100640,2024-09-02,South,Electronics,"Monitor 27""",Hassan Ali,Enterprise,21,472.91,307.39,0.0
100641,2024-12-01,West,Office Supplies,Ink Cartridge,Grace Park,Consumer,39,75.75,34.09,0.0
100642,2024-11-08,East,Furniture,Bookshelf,David Okafor,Enterprise,29,554.01,304.71,0.05
100643,2024-06-25,West,Furniture,Ergo Chair,David Okafor,Enterprise,41,558.92,307.41,0.0
100644,2024-10-08,North,Electronics,Webcam HD,Bob Martinez,Consumer,35,909.33,591.06,0.0
100645,2024-04-30, West,Office Supplies,Stapler,Hassan Ali,Enterprise,28,19.25,8.66,0.1
100646,2024-06-17,North,Software,CRM License,Alice Chen,Enterprise,4,467.23,93.45,0.0
100647,2024-07-14,West,Software,Design Suite,Grace Park,Enterprise,32,388.85,77.77,0.0
100648,2024-12-17,West,Office Supplies,Notebook Pack,Bob Martinez,Enterprise,8,100.02,45.01,0.15
100649,2024-11-06,North,Office Supplies,Printer Paper,Hassan Ali,Enterprise,30,12.88,5.8,0.05
100650,2024-06-28,West,Office Supplies,Pen Set,Eva Rossi,Consumer,16,39.35,17.71,0.0
100651,2024-08-26,East,Software,Backup Service,Eva Rossi,,31,573.76,114.75,0.0
100652,2024-03-15,West,Furniture,Standing Desk,Carol Singh,SMB,29,725.96,399.28,0.1
100653,2024-10-21,North,Electronics,Docking Station,Hassan Ali,Consumer,2,1459.25,948.51,0.0
100654,2024-07-21,South,Office Supplies,Ink Cartridge,Frank Lee,Enterprise,31,75.09,33.79,0.0
100655,2024-07-13,North,Electronics,Wireless Mouse,Frank Lee,Enterprise,15,1384.16,899.7,0.1
100656,2024-10-07,South,Furniture,Filing Cabinet,Grace Park,SMB,15,368.28,202.55,0.0
100657,2024-08-19,West,Electronics,Webcam HD,Alice Chen,SMB,22,490.48,318.81,0.0
100658,2024-01-27,East,Office Supplies,Pen Set,Bob Martinez,Consumer,4,119.35,53.71,0.0
100659,2024-04-15,North,Office Supplies,Pen Set,Grace Park,Consumer,33,98.69,44.41,0.0
100660,2024-03-05,West,Office Supplies,Ink Cartridge,Frank Lee,Enterprise,6,93.77,42.2,0.0
100661,2024-09-25,West,Office Supplies,Stapler,Eva Rossi,SMB,46,52.6,23.67,0.05
100662,2024-01-13,east,Furniture,Ergo Chair,Carol Singh,SMB,29,760.88,418.48,0.0
100663,2024-03-15,SOUTH,Electronics,Docking Station,Eva Rossi,SMB,20,1131.5,735.48,0.05
100664,2024-08-06,South,Electronics,"Monitor 27""",David Okafor,SMB,14,1104.71,718.06,0.05
100665,2024-09-11,North,Furniture,Bookshelf,Bob Martinez,Enterprise,32,643.11,353.71,0.0
100666,2024-07-03,West,Office Supplies,Pen Set,Bob Martinez,Enterprise,17,80.14,36.06,0.0
100667,2024-11-11,West,Furniture,Standing Desk,David Okafor,SMB,19,242.72,133.5,0.0
100668,2024-12-02,North,Office Supplies,Printer Paper,Frank Lee,Consumer,21,113.25,50.96,0.0
100669,2024-02-18,West,Software,CRM License,Carol Singh,Consumer,38,63.03,12.61,0.0
100670,2024-12-14,West,Office Supplies,Notebook Pack,Eva Rossi,SMB,36,34.03,15.31,0.0
100671,2024-08-12,East,Office Supplies,Printer Paper,Grace Park,SMB,13,43.19,19.44,0.0
100672,2024-08-20,North,Electronics,Docking Station,Alice Chen,Enterprise,28,355.26,230.92,0.0
100673,2024-02-04,South,Office Supplies,Printer Paper,Carol Singh,Enterprise,39,86.94,39.12,0.0
100674,2024-08-15,North,Office Supplies,Notebook Pack,David Okafor,SMB,42,9.83,4.42,0.0
100675,2024-09-22,West,Electronics,Laptop Pro,Eva Rossi,Consumer,19,965.07,627.3,0.05
100676,2024-07-31,North,Office Supplies,Ink Cartridge,Bob Martinez,Consumer,6,65.86,29.64,0.0
100677,2024-01-31,North,Electronics,Webcam HD,Hassan Ali,Consumer,11,804.33,522.81,0.0
100678,2024-07-10,East,Electronics,Docking Station,Eva Rossi,,5,336.24,218.56,0.0
100679,2024-12-08,North,Office Supplies,Ink Cartridge,Grace Park,Consumer,36,94.38,42.47,0.0
100680,2024-09-21,South,Electronics,Laptop Pro,Eva Rossi,,31,929.94,604.46,0.0
100681,2024-02-20,West,Software,Backup Service,Bob Martinez,Enterprise,25,595.85,119.17,0.0
100682,2024-12-17,North,Electronics,"Monitor 27""",Hassan Ali,Enterprise,25,711.9,462.74,0.0
100683,2024-12-16,East,Office Supplies,Pen Set,Alice Chen,Enterprise,28,98.85,44.48,0.0
100684,2024-03-02,North,Office Supplies,Stapler,Eva Rossi,SMB,15,44.91,20.21,0.0
100685,2024-10-20,North,Furniture,Ergo Chair,Alice Chen,SMB,4,527.76,290.27,0.0
100686,2024-05-28,South,Electronics,Laptop Pro,Bob Martinez,SMB,7,603.52,392.29,0.0
100687,2024-08-05,West,Electronics,"Monitor 27""",David Okafor,SMB,17,1238.98,805.34,0.0
100688,2024-06-11,East,Software,CRM License,Grace Park,Enterprise,35,465.63,93.13,0.0
100689,2024-10-13,East,Furniture,Standing Desk,Carol Singh,SMB,19,758.46,417.15,0.0
100690,2024-12-30,South,Electronics,Wireless Mouse,David Okafor,Consumer,16,828.24,538.36,0.0
100691,2024-10-18,West,Software,Security Suite,Eva Rossi,SMB,51,256.95,51.39,0.05
100692,2024-12-06,West,Office Supplies,Stapler,Eva Rossi,Enterprise,31,70.45,31.7,0.0
100693,2024-12-12,South,Office Supplies,Printer Paper,Grace Park,,4,95.03,42.76,0.05
100694,2024-02-02,East,Electronics,Laptop Pro,David Okafor,Enterprise,25,276.27,179.58,0.0
100695,2024-04-02,West,Software,Backup Service,Bob Martinez,,35,541.31,108.26,0.1
100696,2024-09-21,West,Software,Backup Service,David Okafor,Enterprise,9,558.09,111.62,0.0
100697,2024-08-03,South,Electronics,"Monitor 27""",Hassan Ali,Enterprise,15,1492.32,970.01,0.1
100698,2024-01-19,South,Electronics,Webcam HD,Grace Park,SMB,17,207.28,134.73,0.05
100699,2024-02-04,East,Furniture,Filing Cabinet,Carol Singh,SMB,13,158.78,87.33,0.0
100700,2024-07-09,South,Office Supplies,Printer Paper,Hassan Ali,Enterprise,35,8.18,3.68,0.0
100701,2024-08-13,East,Office Supplies,Printer Paper,David Okafor,Consumer,30,78.04,35.12,0.0
100702,2024-03-02,South,Furniture,Filing Cabinet,Eva Rossi,SMB,34,265.48,146.01,0.0
100703,2024-03-03,West,Electronics,Laptop Pro,Grace Park,Enterprise,4,437.89,284.63,0.0
100704,2024-02-17,East,Furniture,Filing Cabinet,Alice Chen,Consumer,3,237.35,130.54,0.0
100705,2024-07-25,North,Electronics,Wireless Mouse,Bob Martinez,Consumer,6,839.09,545.41,0.0
100706,2024-01-03,West,Electronics,Laptop Pro,Frank Lee,SMB,5,989.06,642.89,0.15
100707,2024-07-28,North,Office Supplies,Ink Cartridge,Eva Rossi,SMB,23,21.05,9.47,0.0
100708,2024-06-23,West,Software,Security Suite,Alice Chen,Consumer,20,588.88,117.78,0.0
100709,2024-06-19,East,Electronics,"Monitor 27""",Hassan Ali,SMB,7,539.52,350.69,0.0
100710,2024-09-05,West,Furniture,Bookshelf,Eva Rossi,,9,80.34,44.19,0.0
100711,2024-07-10,East,Furniture,Ergo Chair,Bob Martinez,Enterprise,17,340.63,187.35,0.0
100712,2024-09-23,East,Electronics,Laptop Pro,Carol Singh,SMB,10,1142.65,742.72,0.0
100713,2024-10-06,North,Software,Design Suite,David Okafor,Enterprise,8,150.75,30.15,0.0
100714,2024-12-02,North,Electronics,Wireless Mouse,Frank Lee,SMB,28,1045.21,679.39,0.05
100715,2024-10-19,West,Office Supplies,Ink Cartridge,Carol Singh,Consumer,14,87.91,39.56,0.0
100716,2024-07-08,South,Electronics,Wireless Mouse,Bob Martinez,Enterprise,18,205.13,133.33,0.1
100717,2024-06-29,East,Furniture,Bookshelf,Frank Lee,SMB,31,811.09,446.1,0.0
100718,2024-03-27,South,Furniture,Standing Desk,Grace Park,Consumer,28,428.3,235.57,0.0
100719,2024-08-07,South,Software,Design Suite,Carol Singh,SMB,39,247.55,49.51,0.0
100720,2024-02-20,North,Office Supplies,Ink Cartridge,Alice Chen,SMB,32,27.82,12.52,0.0
100721,2024-12-06,North,Office Supplies,Notebook Pack,Bob Martinez,SMB,10,101.58,45.71,0.0
100722,2024-11-05,South,Electronics,Laptop Pro,Hassan Ali,Consumer,18,393.33,255.66,0.0
100723,2024-02-13,South,Furniture,Filing Cabinet,Bob Martinez,SMB,12,232.52,127.89,0.0
100724,2024-10-14,South,Electronics,Webcam HD,Carol Singh,Consumer,2,242.03,157.32,0.0
100725,2024-02-12,East,Electronics,"Monitor 27""",Frank Lee,Enterprise,14,893.4,580.71,0.0
100726,2024-09-20,South,Furniture,Filing Cabinet,Frank Lee,SMB,9,199.67,109.82,0.0
100727,2024-02-02,South,Furniture,Standing Desk,Hassan Ali,SMB,18,435.67,239.62,0.0
100728,2024-06-27,West,Electronics,Wireless Mouse,Alice Chen,Enterprise,17,746.97,485.53,0.0
100729,2024-08-28,East,Office Supplies,Pen Set,Grace Park,Enterprise,6,9.28,4.18,0.0
100730,2024-09-23,North,Software,Security Suite,Bob Martinez,SMB,42,258.25,51.65,0.05
100731,2024-06-02,South,Furniture,Standing Desk,Frank Lee,Consumer,38,834.22,458.82,0.0
100732,2024-12-03,South,Electronics,Laptop Pro,Frank Lee,Enterprise,37,270.6,175.89,0.0
100733,2024-10-10,West,Electronics,Wireless Mouse,Alice Chen,Consumer,12,248.54,161.55,0.0
100734,2024-03-17,North,Office Supplies,Pen Set,Frank Lee,Enterprise,2,88.62,39.88,0.0
100735,2024-09-02,West,Electronics,Docking Station,David Okafor,Consumer,44,548.95,356.82,0.0
100736,2024-09-24,West,Office Supplies,Notebook Pack,Eva Rossi,Consumer,29,43.47,19.56,0.1
100737,2024-05-02,West,Software,Security Suite,Grace Park,,6,122.42,24.48,0.05
100738,2024-09-27,East,Electronics,Wireless Mouse,Eva Rossi,Enterprise,32,849.45,552.14,0.0
100739,2024-11-24,West,Electronics,Laptop Pro,Carol Singh,SMB,5,1303.2,847.08,0.0
100740,2024-10-26,North,Software,CRM License,Alice Chen,Enterprise,43,430.52,86.1,0.0
100741,2024-10-06,East,Furniture,Bookshelf,David Okafor,SMB,8,269.34,148.14,0.1
100742,2024-08-20,North,Office Supplies,Ink Cartridge,Alice Chen,Consumer,9,71.59,32.22,0.0
100743,2024-04-09,South,Software,CRM License,Frank Lee,SMB,32,308.22,61.64,0.0
100744,2024-10-18,South,Furniture,Ergo Chair,Alice Chen,SMB,6,795.89,437.74,0.1
100745,2024-05-13,South,Electronics,Webcam HD,Frank Lee,SMB,17,1441.12,936.73,0.0
100746,2024-07-13,East,Office Supplies,Notebook Pack,Hassan Ali,Consumer,31,54.82,24.67,0.0
100747,2024-04-25,South,Software,Design Suite,Carol Singh,SMB,23,309.63,61.93,0.0
100748,2024-04-24,East,Electronics,Webcam HD,David Okafor,,31,762.35,495.53,0.0
100749,2024-02-27,East,Software,Security Suite,Frank Lee,Enterprise,13,585.33,117.07,0.0
100750,2024-12-17,North,Electronics,Docking Station,Bob Martinez,Enterprise,39,801.67,521.09,0.0
100751,2024-02-24,East,Office Supplies,Pen Set,Carol Singh,Enterprise,21,105.9,47.66,0.0
100752,2024-02-01, West,Electronics,Wireless Mouse,David Okafor,SMB,6,614.52,399.44,0.0
100753,2024-12-08,West,Office Supplies,Notebook Pack,Grace Park,Enterprise,37,69.04,31.07,0.0
100754,2024-07-22, north ,Electronics,Laptop Pro,Alice Chen,Enterprise,23,1141.52,741.99,0.15
100755,2024-06-09,East,Electronics,"Monitor 27""",David Okafor,Enterprise,19,1186.12,770.98,0.1
100756,2024-09-26,East,Electronics,Laptop Pro,Alice Chen,Enterprise,15,1341.44,871.94,0.0
100757,2024-05-20,East,Office Supplies,Ink Cartridge,Alice Chen,Consumer,33,14.22,6.4,0.0
100758,2024-02-16,South,Furniture,Filing Cabinet,Eva Rossi,SMB,6,442.13,243.17,0.0
100759,2024-09-24,East,Furniture,Filing Cabinet,Grace Park,SMB,29,337.64,185.7,0.0
100760,2024-03-05,South,Software,Security Suite,Bob Martinez,Consumer,33,174.09,34.82,0.0
100761,2024-07-21,South,Office Supplies,Notebook Pack,Carol Singh,Consumer,3,38.96,17.53,0.0
100762,2024-12-13,North,Office Supplies,Pen Set,Alice Chen,SMB,34,88.24,39.71,0.0
100763,2024-12-08,North,Office Supplies,Notebook Pack,Eva Rossi,SMB,2,35.66,16.05,0.1
100764,2024-05-12,North,Office Supplies,Notebook Pack,Grace Park,Consumer,40,51.17,23.03,0.0
100765,2024-10-12,East,Electronics,Webcam HD,David Okafor,Enterprise,9,1227.41,797.82,0.0
100766,2024-08-12,South,Office Supplies,Printer Paper,Frank Lee,Consumer,19,89.52,40.28,0.15
100767,2024-06-24,North,Office Supplies,Pen Set,Carol Singh,Enterprise,16,118.98,53.54,0.0
100768,2024-02-21,West,Electronics,"Monitor 27""",Bob Martinez,Enterprise,34,774.57,503.47,0.0
100769,2024-05-17,East,Software,Design Suite,Hassan Ali,Enterprise,19,368.59,73.72,0.05
100770,2024-08-26,North,Software,Design Suite,Alice Chen,,2,366.44,73.29,0.05
100771,2024-12-27,North,Office Supplies,Printer Paper,Frank Lee,Enterprise,28,58.99,26.55,0.0
100772,2024-01-02,North,Furniture,Standing Desk,Alice Chen,,38,116.46,64.05,0.0
100773,2024-09-19,West,Furniture,Ergo Chair,Alice Chen,Enterprise,14,500.6,275.33,0.0
100774,2024-11-05,West,Office Supplies,Notebook Pack,Hassan Ali,SMB,3,24.74,11.13,0.0
100775,2024-12-14,South,Office Supplies,Stapler,Hassan Ali,,7,33.37,15.02,0.0
100776,2024-06-04,North,Software,Backup Service,Carol Singh,SMB,2,446.89,89.38,0.0
100777,2024-02-13,North,Software,Backup Service,David Okafor,Enterprise,6,137.96,27.59,0.1
100778,2024-04-09,North,Software,Security Suite,Eva Rossi,SMB,9,244.0,48.8,0.0
100779,2024-11-07,South,Office Supplies,Pen Set,Eva Rossi,SMB,26,62.7,28.21,0.1
100780,2024-11-17,East,Office Supplies,Pen Set,Bob Martinez,SMB,21,54.81,24.66,0.0
100781,2024-08-21,West,Software,Design Suite,Eva Rossi,Consumer,54,501.4,100.28,0.0
100782,2024-02-14,North,Furniture,Bookshelf,Carol Singh,Enterprise,11,872.72,480.0,0.1
100783,2024-02-14,North,Office Supplies,Stapler,Hassan Ali,SMB,39,97.39,43.83,0.0
100784,2024-06-24,North,Electronics,Wireless Mouse,Hassan Ali,SMB,4,222.65,144.72,0.0
100785,2024-08-03, north ,Office Supplies,Ink Cartridge,Bob Martinez,Enterprise,6,104.59,47.07,0.0
100786,2024-01-12,North,Office Supplies,Stapler,Frank Lee,SMB,11,17.84,8.03,0.15
100787,2024-09-08,South,Software,CRM License,Grace Park,Enterprise,23,196.83,39.37,0.0
100788,2024-07-18,North,Furniture,Bookshelf,Carol Singh,Consumer,1,606.29,333.46,0.0
100789,2024-01-05,East,Office Supplies,Ink Cartridge,Eva Rossi,Enterprise,26,106.3,47.83,0.05
100790,2024-02-05,North,Electronics,Webcam HD,Frank Lee,Consumer,28,701.84,456.2,0.0
100791,2024-06-15,North,Furniture,Filing Cabinet,Alice Chen,SMB,1,161.96,89.08,0.0
100792,2024-09-21,West,Furniture,Bookshelf,Carol Singh,Consumer,38,628.95,345.92,0.0
100793,2024-10-29,South,Office Supplies,Stapler,David Okafor,Consumer,10,95.63,43.03,0.0
100794,2024-06-06,West,Electronics,Webcam HD,Hassan Ali,Enterprise,41,1130.32,734.71,0.05
100795,2024-04-18,North,Software,Design Suite,Eva Rossi,SMB,26,226.37,45.27,0.0
100796,2024-12-20,East,Electronics,"Monitor 27""",Eva Rossi,Consumer,14,246.88,160.47,0.0
100797,2024-06-16,West,Office Supplies,Notebook Pack,Carol Singh,Consumer,16,30.61,13.77,0.1
100798,2024-04-25,West,Office Supplies,Stapler,Hassan Ali,SMB,23,11.76,5.29,0.1
100799,2024-06-10,South,Electronics,Webcam HD,Frank Lee,Enterprise,20,360.11,234.07,0.0
100800,2024-01-05,North,Office Supplies,Stapler,David Okafor,Enterprise,39,57.73,25.98,0.0
100801,2024-04-20,east,Office Supplies,Printer Paper,Grace Park,Enterprise,23,22.79,10.26,0.0
100802,2024-07-07,East,Office Supplies,Ink Cartridge,Carol Singh,SMB,28,101.67,45.75,0.0
100803,2024-12-02,South,Furniture,Ergo Chair,David Okafor,SMB,14,186.03,102.32,0.0
100804,2024-09-27,North,Electronics,Laptop Pro,Grace Park,SMB,33,1248.02,811.21,0.0
100805,2024-10-12,West,Electronics,Webcam HD,Eva Rossi,Consumer,61,219.17,142.46,0.05
100806,2024-07-18,South,Office Supplies,Printer Paper,Carol Singh,Enterprise,15,5.97,2.69,0.0
100807,2024-02-10,East,Office Supplies,Printer Paper,Alice Chen,SMB,8,84.57,38.06,0.0
100808,2024-05-23,West,Software,Design Suite,Carol Singh,Enterprise,22,489.3,97.86,0.1
100809,2024-12-30,North,Electronics,Wireless Mouse,Frank Lee,SMB,43,1382.83,898.84,0.0
100810,2024-01-17,East,Software,Design Suite,Alice Chen,Consumer,19,265.55,53.11,0.0
100811,2024-11-17,South,Software,Security Suite,David Okafor,SMB,35,261.84,52.37,0.0
100812,2024-09-07,South,Office Supplies,Ink Cartridge,Eva Rossi,SMB,15,75.95,34.18,0.0
100813,2024-04-13,South,Furniture,Bookshelf,Grace Park,SMB,10,701.77,385.97,0.0
100814,2024-10-11,South,Office Supplies,Notebook Pack,Hassan Ali,SMB,24,68.89,31.0,0.05
100815,2024-11-02,East,Electronics,Laptop Pro,David Okafor,SMB,10,1063.19,691.07,0.0
100816,2024-01-16,West,Office Supplies,Notebook Pack,Grace Park,Consumer,21,53.8,24.21,0.05
100817,2024-02-08,South,Furniture,Standing Desk,Bob Martinez,Enterprise,16,491.48,270.31,0.0
100818,2024-08-31,North,Electronics,Laptop Pro,David Okafor,SMB,42,1417.39,921.3,0.0
100819,2024-12-31,east,Office Supplies,Printer Paper,Eva Rossi,Enterprise,23,104.04,46.82,0.0
100820,2024-01-09,South,Office Supplies,Printer Paper,Carol Singh,Consumer,11,51.08,22.99,0.0
100821,2024-08-31,East,Software,CRM License,Hassan Ali,Consumer,17,436.16,87.23,0.0
100822,2024-02-19,SOUTH,Office Supplies,Notebook Pack,David Okafor,Enterprise,4,53.02,23.86,0.0
100823,2024-08-25,West,Furniture,Filing Cabinet,Bob Martinez,SMB,19,414.37,227.9,0.0
100824,2024-08-16,North,Furniture,Bookshelf,Carol Singh,Enterprise,10,258.29,142.06,0.1
100825,2024-02-03,South,Office Supplies,Printer Paper,Alice Chen,SMB,28,64.52,29.03,0.0
100826,2024-09-06,East,Office Supplies,Ink Cartridge,David Okafor,SMB,20,45.27,20.37,0.0
100827,2024-11-24, north ,Furniture,Bookshelf,Alice Chen,SMB,43,169.15,93.03,0.0
100828,2024-11-12,South,Office Supplies,Notebook Pack,Grace Park,Consumer,39,53.94,24.27,0.0
100829,2024-01-11,East,Office Supplies,Notebook Pack,Bob Martinez,Enterprise,30,12.33,5.55,0.0
100830,2024-03-31,North,Software,Security Suite,Grace Park,SMB,1,571.11,114.22,0.0
100831,2024-03-29,East,Furniture,Bookshelf,Frank Lee,SMB,11,750.02,412.51,0.05
100832,2024-06-14,West,Furniture,Ergo Chair,Alice Chen,SMB,36,626.62,344.64,0.0
100833,2024-02-22,West,Furniture,Bookshelf,Eva Rossi,SMB,28,309.84,170.41,0.05
100834,2024-11-08,West,Furniture,Ergo Chair,Eva Rossi,Enterprise,34,218.61,120.24,0.0
100835,2024-10-11,South,Software,Backup Service,Eva Rossi,Enterprise,40,447.69,89.54,0.0
100836,2024-10-22,East,Office Supplies,Printer Paper,Carol Singh,SMB,29,12.8,5.76,0.0
100837,2024-03-13,South,Office Supplies,Notebook Pack,Grace Park,SMB,31,49.0,22.05,0.0
100838,2024-01-06,East,Office Supplies,Pen Set,Hassan Ali,SMB,35,116.21,52.29,0.0
100839,2024-11-29,East,Furniture,Bookshelf,Carol Singh,Enterprise,5,531.03,292.07,0.1
100840,2024-04-15,SOUTH,Electronics,Docking Station,Bob Martinez,SMB,23,324.67,211.04,0.0
100841,2024-08-28,North,Office Supplies,Stapler,Carol Singh,SMB,38,93.97,42.29,0.0
